sample_id,bases,number_of_reads,coverage,avg_read_length,insert_size_metrics,platform,instrument_model,library_source,library_strategy,library_layout,seqencing center
BS_QW5QYXGG,64130716154,427258245,33.986568,150.098253,358,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_QW60M0FE,41894349564,152899086,,274,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_QWM9BPDY,105881084360,704626125,60.042351,150.265624,391,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_QWNBZ9RJ,41874256325,152270023,,275,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_QWS88QXE,127459390082,851934363,66.96717,149.611749,318,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_QWTE1CWR,38692021116,145458726,,266,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_QX12J6W1,32897062170,121840971,,270,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_QX754ADQ,116282720549,775058072,64.754572,150.030978,385,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_QX8PTX5X,48490089373,322967540,26.995163,150.139204,396,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_QXKRN6CR,10396180600,51980903,,200,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI@CHOP Genome Center
BS_QXZTRMWM,125140649664,834247700,71.116861,150.004189,378,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_QYFY15FA,58967231384,392408880,33.672046,150.26987,389,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_QYGZMWPC,56934853271,378796343,31.8825,150.304654,399,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_QYPHA40N,30560856366,118913838,,257,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_QYQNZDD8,59196326229,393877087,32.284183,150.291368,402,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_QYWGB52C,118181500071,786577519,66.358533,150.247747,376,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_QZFEB94Q,33064581828,126200694,,262,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_QZPGVNBB,27135879979,268672079,200,101,173,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_QZRP3NSG,113973539747,759500689,62.846866,150.063774,330,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_QZT3SPY7,111985769621,745695769,63.219384,150.176217,367,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_QZTPJ8YW,115463558671,769021079,63.450439,150.143555,368,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R035Q020,65912549338,441227505,34.912252,149.384498,324,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R0JC16SG,48656207227,323970540,27.732209,150.187135,403,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R13X6TMW,39649522380,152498163,,260,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_R1CV479M,99035055005,659899096,56.323394,150.076058,358,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R1G6SG0K,112528977528,749594787,62.360888,150.119744,350,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R1RMKH1B,120004309720,799524237,65.984239,150.094649,362,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R1ZBTEAG,125585126076,836696613,65.883588,150.096372,328,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R244Z0WX,33322003000,128161550,,260,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_R2J0DCAT,63870213889,424935057,34.820036,150.305824,385,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R2Z4MK3F,51074963257,340256449,29.436064,150.10726,388,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R333SVK1,70815844750,471685382,38.099892,150.133643,360,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R3WB0PP7,102868272003,685266476,58.238638,150.114263,342,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R439VVPK,35229138384,136547048,,258,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_R483NVWW,66128597487,440110414,36.588131,150.254562,397,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R4Y180DM,42109994614,155387434,,271,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_R5G3QP11,111625631522,743288227,62.43781,150.178124,357,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R5SNFB5B,30566491091,118935763,,257,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_R634WKN7,34719837351,128117481,,271,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_R63R4S9H,21734847914,215196514,200,101,170,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,Ashion
BS_R6CKWZW6,129433686363,861089768,73.433701,150.313813,428,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R6WNEEE4,31656952236,115959532,,273,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_R726FKHP,117542333857,782392622,63.503758,150.234461,361,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R7H6ZV8M,21055534518,210543540,200,100.005607,189,ILLUMINA,Illumina HiSeq 2500,GENOMIC,WXS,paired-end,CHOP DGD
BS_R7HZCZ8B,36367558920,137755905,,264,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_R7NTZR4C,16175392804,80076202,,202,,ILLUMINA,Illumina NovaSeq 6000,TRANSCRIPTOMIC,RNA-Seq,paired-end,The Translational Genomics Research Institute
BS_R7TZRSZT,67745911902,451384976,37.815608,150.084552,372,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R7YMKNJN,118268518373,789853524,62.732629,149.734748,294,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R82MYPKB,123876407212,826006980,67.356828,149.97017,364,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R8ZKDFWH,53771530721,358438239,29.640711,150.016167,312,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R913E3VB,151792737904,1011634978,84.400773,150.046945,374,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R922P3XJ,115325617447,767994683,64.672924,150.164604,369,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R94EDP5H,121699262033,810185733,64.379742,150.211559,392,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R96A4D8G,57742585198,384201112,32.187598,150.292603,378,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_R9B92M75,20007761044,99048322,,202,,ILLUMINA,Illumina NovaSeq 6000,TRANSCRIPTOMIC,RNA-Seq,paired-end,The Translational Genomics Research Institute
BS_R9V82BC1,121361790024,808427078,69.216131,150.120887,374,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RA0VCMWC,96619292439,643765451,54.8613,150.084619,393,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RAFVMB92,67481838673,448957517,37.425001,150.307849,405,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RB2S0KDF,35634510450,133964325,,266,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_RB3PE7G3,64679777325,430874960,36.36408,150.112639,362,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RB8VSEVG,118841333220,791600441,65.570089,150.127927,355,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RCAZ62J7,122804888593,820776440,61.445107,149.620387,279,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RCC7ZEC0,129522502784,863614748,71.897451,149.977178,372,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RCC8BXVE,32909987838,120549406,,273,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_RCCN63K6,32344583688,123925608,,261,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_RCFQ31XF,23517359376,94828062,,248,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_RD4D5F9F,31041462080,112063040,,277,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_RENPFFNK,126830864700,845539098,70.439802,150,337,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,Genomic Clinical Core at Sidra Medical and Research Center
BS_RF888ABP,1332314950,26646299,3068.24724,50,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,miRNA-Seq,single-end,BGI@CHOP Genome Center
BS_RFMQ7T0T,45222705492,166873452,,271,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_RG2CTN65,54296841842,362437083,29.307444,149.810393,327,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RG6JK7ZN,119516362893,804127288,60.851726,148.628662,306,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RGPSEMHC,19779430192,73803844,,268,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_RGSJMSRE,124157950981,826361526,68.919849,150.246529,384,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RGSMX7QD,25592428622,100757593,,254,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_RH9PMH3G,116823532001,780522291,59.527307,149.673537,285,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RHD7XPNP,35705612430,132243009,,270,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_RHEBGZF8,135315872400,902105816,73.358846,150,356,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,Genomic Clinical Core at Sidra Medical and Research Center
BS_RJ0CHRKK,61396270142,408975112,33.828735,150.122265,366,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RJC3WDD6,41392908662,157988201,,262,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_RJM8JYAV,47534166555,314795805,23.292894,151,305,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_RK06RAFZ,72500283580,482287464,39.320437,150.325872,407,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RKDSFDS1,12348770151,122265051,192,101,155,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_RKNNAG23,72873902034,485212989,39.949439,150.189512,380,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RM13B4YN,84484057800,563227052,40.55,150,289,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_RNNWQNGX,12384025918,122614118,200,101,183,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_RP8JJ88Z,16556106306,165352679,200,100.126024,174,ILLUMINA,Illumina HiSeq 2500,GENOMIC,WXS,paired-end,CHOP DGD
BS_RQ5Z7KNW,128106292499,853730566,70.727273,150.05471,357,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RQGMWB4X,84484057800,563227052,40.55,150,289,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_RQPK5NY1,63956947128,425723973,35.956669,150.231021,383,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RQSKD7PN,31555764102,113919726,,277,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_RR12T74P,29462562612,113755068,,259,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_RR3DKGKY,118961012138,791985622,68.017865,150.206025,377,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RRAEQZ97,33325389846,137141522,,243,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_RREVQG9H,69173872350,461159149,38.676623,150,333,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,Genomic Clinical Core at Sidra Medical and Research Center
BS_RSRPX3S8,33405945573,122366101,,273,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_RVFDSK8D,57323790904,381298303,29.131739,150.338437,420,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RVSEDNJ4,28352432856,112064952,,253,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_RVT7EHNX,23973842540,163111366,198.165557,146.978369,296,ILLUMINA,HiSeq X Ten,GENOMIC,WXS,paired-end,NantOmics
BS_RW50H521,59153434941,393626680,34.540135,150.278012,420,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RWJ0571Q,137334355841,915078869,75.257929,150.079256,364,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_RWJZFTP9,41564613279,154515291,,269,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_RX1YTZ7F,15809955800,79049779,,200,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI@CHOP Genome Center
BS_RX561Y2K,64106938335,427447231,35.354167,149.976263,341,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RXN5T5YT,28288528929,110072097,,257,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_RXP2ZRQT,116647817657,776696248,65.151119,150.184603,341,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RXSBJ929,124676127602,829985302,68.840109,150.214862,392,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RZHVM2QD,71993314812,479954181,36.912762,150.000391,327,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_RZNNEX1Y,134873926483,898419775,69.960926,150.123506,329,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_S0175QKX,38669865812,143754148,,269,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_S0NVKYR6,49424768135,329035751,28.621041,150.210936,403,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_S0T3CQ97,106076051353,706184429,59.28252,150.210125,369,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_S0WS43HJ,66322772196,441452401,36.921634,150.237652,386,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_S1KK7XRH,39266801280,144363240,,272,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_S1M423AB,44539689648,163748859,,272,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_S1QGSH0W,47627592218,315414518,24.034687,151,309,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_S1RSJCAM,105727843800,704852292,45.679862,150,269,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_S2N3XTKS,49423948221,329509055,27.642882,149.992686,411,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_S2TA8R29,30109170819,110290003,,273,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_S34SCYW4,92459006797,616683701,51.275754,149.929383,361,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_S3DSBR9Y,25824444570,255687570,200,101,170,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,Ashion
BS_S3MET0JZ,18990092922,94010361,,202,,ILLUMINA,Illumina NovaSeq 6000,TRANSCRIPTOMIC,RNA-Seq,paired-end,Ashion
BS_S3VV60EP,58125826512,386817900,32.51906,150.266641,384,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_S458NMKH,34586616342,124412289,,278,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_S4V9E1XJ,37601981192,137233508,,274,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_S50KQEXV,28557141472,113773472,,251,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_S573YGV3,65339510496,435077941,35.943342,150.178863,354,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_S588W9V2,49263053333,328101878,28.414012,150.1456,420,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_S5EPM2VY,63352092665,421962969,30.565826,150.136617,336,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_S5NZBECP,12195505984,120747584,200,101,174,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,Ashion
BS_S5P8VTN5,27609408180,107013210,,258,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_S5SSWSVM,50792986586,338145596,24.441388,150.210404,416,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_S69QZAJR,41198387199,152023569,,271,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_S6EXG9N9,64361558022,429008924,35.999251,150.023821,367,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_S6NJRR5W,34782781696,142552384,,244,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_S6Q7NKA3,15758744200,78793721,,200,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI@CHOP Genome Center
BS_S6S7SK3P,28613816574,107570739,,266,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_S71RJ8DH,29234718576,109493328,,267,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_S75EZJDW,69345458667,461803039,39.197522,150.162413,389,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_S791VC80,88634983187,590957195,49.895994,149.985454,364,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_S7CZY2CH,30934574343,115859829,,267,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_S7MPY3T4,56277307655,374500206,32.155575,150.273102,386,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_S7S6YEHA,125109779900,1251097799,76.788781,100,464,ILLUMINA,Illumina HiSeq 2500,GENOMIC,WGS,paired-end,BGI@CHOP Genome Center
BS_S8756VS8,84484057800,563227052,40.55,150,289,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_S88G7BXH,124406111302,828877412,64.533547,150.08988,367,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_S8A23A9V,18603284763,185764457,200,100.144479,176,ILLUMINA,Illumina HiSeq 2500,GENOMIC,WXS,paired-end,CHOP DGD
BS_S8CT9Z7J,60052335566,399836484,33.171616,150.192236,368,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_S9929Z8B,34285349358,132888951,,258,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_S9CT40AZ,51399126117,342046202,29.539434,150.269542,372,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_SAA624A4,38657600256,146430304,,264,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_SB12W1XT,36326700300,121089001,,300,,BGISEQ,BGISEQ-500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI
BS_SBFNFZ8B,28943008722,117654507,,246,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_SCCY3YMQ,64315022468,428008209,36.198918,150.265862,395,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_SCQNN2A2,133162581235,888685237,67.382235,149.842234,298,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_SD28E0SC,100282810797,667704439,53.21899,150.190421,384,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_SD3BMB0Q,1481976900,29639538,2474.91015,50,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,miRNA-Seq,single-end,BGI@CHOP Genome Center
BS_SD8YBRBR,32496694517,125469863,,259,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_SDA4RMMG,36446621757,133504109,,273,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_SDCNP7MW,21935186445,86020339,,255,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_SDDK3Q44,76988448862,512516805,42.622304,150.216438,366,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_SDT1J3A7,138742064301,924017066,64.307174,150.150976,340,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_SDZY6RZ3,28378135166,108313493,,262,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_SE82EQF8,129711167107,865096588,67.419371,149.938364,341,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_SEERSEV2,58132885962,386765935,31.749526,150.305083,397,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_SES41DAX,25174178000,93933500,,268,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_SF02KBCG,46617790190,310418124,26.516355,150.177411,421,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_SFH8TGKT,111396284819,742086630,65.452282,150.112238,416,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_SFKZSJN1,39138367776,143891058,,272,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_SFRQXM76,12867031416,50657604,,254,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_SFZ3A07S,121293862900,1212938629,74.232894,100,501,ILLUMINA,Illumina HiSeq 2500,GENOMIC,WGS,paired-end,BGI@CHOP Genome Center
BS_SG7EPZ4W,73927562387,492234106,39.052343,150.18781,399,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_SGS26NXP,67643624943,450435121,37.829538,150.173958,365,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_SHJA4MR0,36387675000,121292250,,300,,BGISEQ,BGISEQ-500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI
BS_SHMC4902,34919979003,127912011,,273,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_SHZZ99DT,36772750911,122985789,,299,,BGISEQ,BGISEQ-500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI
BS_SK4H5MJQ,139790044725,931262725,76.831398,150.108064,353,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_SK68QV3Y,66065171548,440060367,35.4626,150.12752,367,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_SK949N33,143933000788,961123064,71.299431,149.755017,290,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_SKGJ5SY9,38624116546,140963929,,274,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_SKRY0BJ4,103094224768,687512512,56.562819,149.952507,380,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_SKWPQHER,53808736919,358439571,31.063979,150.11941,410,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_SM8VQFPD,22240647936,86877531,,256,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_SMCPASF0,113257246020,754063776,65.068238,150.195845,363,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_SMHNXC5G,84484057800,563227052,40.55,150,289,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_SMRT95TG,65261001184,434092694,36.993388,150.338861,418,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_SN2CD2FC,65373799800,435825332,34.007192,150,324,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,Genomic Clinical Core at Sidra Medical and Research Center
